-1.206621E-08, -1.05867E-02, -7.76786E-03
-1.205058E-08, -1.14796E-02, -7.90816E-03
-1.203496E-08, -1.23724E-02, -8.07398E-03
-1.201933E-08, -1.32653E-02, -8.29082E-03
-1.200371E-08, -1.39031E-02, -8.52041E-03
-1.198808E-08, -1.45408E-02, -8.77551E-03
-1.197246E-08, -1.50510E-02, -9.01786E-03
-1.195683E-08, -1.54337E-02, -9.26020E-03
-1.194121E-08, -1.56888E-02, -9.48980E-03
-1.192558E-08, -1.58163E-02, -9.69388E-03
-1.190996E-08, -1.59439E-02, -9.85969E-03
-1.189433E-08, -1.58163E-02, -1.001276E-02
-1.187871E-08, -1.55612E-02, -1.012755E-02
-1.186308E-08, -1.51786E-02, -1.021684E-02
-1.184746E-08, -1.47959E-02, -1.026786E-02
-1.183183E-08, -1.42857E-02, -1.029337E-02
-1.181621E-08, -1.39031E-02, -1.029337E-02
-1.180058E-08, -1.35204E-02, -1.028061E-02
-1.178496E-08, -1.32653E-02, -1.024235E-02
-1.176933E-08, -1.30102E-02, -1.019133E-02
-1.175371E-08, -1.30102E-02, -1.015306E-02
-1.173808E-08, -1.28827E-02, -1.011480E-02
-1.172246E-08, -1.30102E-02, -1.008929E-02
-1.170683E-08, -1.30102E-02, -1.007653E-02
-1.169121E-08, -1.32653E-02, -1.008929E-02
-1.167558E-08, -1.35204E-02, -1.010204E-02
-1.165996E-08, -1.37755E-02, -1.014031E-02
-1.164433E-08, -1.41582E-02, -1.017857E-02
-1.162871E-08, -1.47959E-02, -1.024235E-02
-1.161308E-08, -1.53061E-02, -1.030612E-02
-1.159746E-08, -1.60714E-02, -1.038265E-02
-1.158183E-08, -1.67092E-02, -1.047194E-02
-1.156621E-08, -1.74745E-02, -1.057398E-02
-1.155058E-08, -1.82398E-02, -1.066327E-02
-1.153496E-08, -1.88776E-02, -1.075255E-02
-1.151933E-08, -1.95153E-02, -1.081633E-02
-1.150371E-08, -1.98980E-02, -1.086735E-02
-1.148808E-08, -2.00255E-02, -1.089286E-02
-1.147246E-08, -2.01531E-02, -1.089286E-02
-1.145683E-08, -2.00255E-02, -1.084184E-02
-1.144121E-08, -1.98980E-02, -1.075255E-02
-1.142558E-08, -1.96429E-02, -1.063776E-02
-1.140996E-08, -1.93878E-02, -1.047194E-02
-1.139433E-08, -1.91327E-02, -1.028061E-02
-1.137871E-08, -1.87500E-02, -1.006378E-02
-1.136308E-08, -1.83673E-02, -9.82143E-03
-1.134746E-08, -1.78571E-02, -9.57908E-03
-1.133183E-08, -1.73469E-02, -9.33674E-03
-1.131621E-08, -1.67092E-02, -9.09439E-03
-1.130058E-08, -1.60714E-02, -8.85204E-03
-1.128496E-08, -1.54337E-02, -8.63520E-03
-1.126933E-08, -1.49235E-02, -8.44388E-03
-1.125371E-08, -1.44133E-02, -8.26531E-03
-1.123808E-08, -1.41582E-02, -8.11225E-03
-1.122246E-08, -1.41582E-02, -8.01020E-03
-1.120683E-08, -1.42857E-02, -7.94643E-03
-1.119121E-08, -1.46684E-02, -7.93367E-03
-1.117558E-08, -1.53061E-02, -7.98469E-03
-1.115996E-08, -1.60714E-02, -8.08673E-03
-1.114433E-08, -1.68367E-02, -8.25255E-03
-1.112871E-08, -1.76020E-02, -8.46939E-03
-1.111308E-08, -1.82398E-02, -8.72449E-03
-1.109746E-08, -1.88776E-02, -9.00510E-03
-1.108183E-08, -1.95153E-02, -9.29847E-03
-1.106621E-08, -2.00255E-02, -9.60459E-03
-1.105058E-08, -2.05357E-02, -9.88520E-03
-1.103496E-08, -2.09184E-02, -1.015306E-02
-1.101933E-08, -2.14286E-02, -1.039541E-02
-1.100371E-08, -2.18112E-02, -1.059949E-02
-1.098808E-08, -2.21939E-02, -1.077806E-02
-1.097246E-08, -2.23214E-02, -1.090561E-02
-1.095683E-08, -2.24490E-02, -1.100765E-02
-1.094121E-08, -2.21939E-02, -1.105867E-02
-1.092558E-08, -2.19388E-02, -1.107143E-02
-1.090996E-08, -2.15561E-02, -1.103316E-02
-1.089433E-08, -2.11735E-02, -1.093112E-02
-1.087871E-08, -2.07908E-02, -1.080357E-02
-1.086308E-08, -2.04082E-02, -1.062500E-02
-1.084746E-08, -2.00255E-02, -1.042092E-02
-1.083183E-08, -1.96429E-02, -1.020408E-02
-1.081621E-08, -1.91327E-02, -1.000000E-02
-1.080058E-08, -1.87500E-02, -9.79592E-03
-1.078496E-08, -1.82398E-02, -9.60459E-03
-1.076933E-08, -1.77296E-02, -9.43878E-03
-1.075371E-08, -1.72194E-02, -9.28571E-03
-1.073808E-08, -1.68367E-02, -9.17092E-03
-1.072246E-08, -1.64541E-02, -9.08163E-03
-1.070683E-08, -1.63265E-02, -9.01786E-03
-1.069121E-08, -1.63265E-02, -9.00510E-03
-1.067558E-08, -1.63265E-02, -9.01786E-03
-1.065996E-08, -1.65816E-02, -9.09439E-03
-1.064433E-08, -1.68367E-02, -9.20918E-03
-1.062871E-08, -1.70918E-02, -9.37500E-03
-1.061308E-08, -1.74745E-02, -9.57908E-03
-1.059746E-08, -1.78571E-02, -9.80867E-03
-1.058183E-08, -1.82398E-02, -1.006378E-02
-1.056621E-08, -1.84949E-02, -1.031888E-02
-1.055058E-08, -1.86224E-02, -1.057398E-02
-1.053496E-08, -1.87500E-02, -1.082908E-02
-1.051933E-08, -1.87500E-02, -1.105867E-02
-1.050371E-08, -1.86224E-02, -1.126275E-02
-1.048808E-08, -1.84949E-02, -1.141582E-02
-1.047246E-08, -1.83673E-02, -1.154337E-02
-1.045683E-08, -1.83673E-02, -1.161990E-02
-1.044121E-08, -1.82398E-02, -1.165816E-02
-1.042558E-08, -1.83673E-02, -1.167092E-02
-1.040996E-08, -1.84949E-02, -1.163265E-02
-1.039433E-08, -1.84949E-02, -1.156888E-02
-1.037871E-08, -1.86224E-02, -1.147959E-02
-1.036308E-08, -1.87500E-02, -1.137755E-02
-1.034746E-08, -1.90051E-02, -1.123725E-02
-1.033183E-08, -1.92602E-02, -1.108418E-02
-1.031621E-08, -1.96429E-02, -1.090561E-02
-1.030058E-08, -2.01531E-02, -1.072704E-02
-1.028496E-08, -2.07908E-02, -1.054847E-02
-1.026933E-08, -2.15561E-02, -1.036990E-02
-1.025371E-08, -2.25765E-02, -1.021684E-02
-1.023808E-08, -2.37245E-02, -1.007653E-02
-1.022246E-08, -2.48724E-02, -9.96173E-03
-1.020683E-08, -2.61480E-02, -9.87245E-03
-1.019121E-08, -2.75510E-02, -9.80867E-03
-1.017558E-08, -2.89541E-02, -9.77041E-03
-1.015996E-08, -3.02296E-02, -9.74490E-03
-1.014433E-08, -3.16327E-02, -9.74490E-03
-1.012871E-08, -3.27806E-02, -9.77041E-03
-1.011308E-08, -3.38010E-02, -9.80867E-03
-1.009746E-08, -3.46939E-02, -9.84694E-03
-1.008183E-08, -3.54592E-02, -9.88520E-03
-1.006621E-08, -3.59694E-02, -9.93622E-03
-1.005058E-08, -3.63520E-02, -9.96173E-03
-1.003496E-08, -3.66071E-02, -9.98725E-03
-1.001933E-08, -3.66071E-02, -9.98725E-03
-1.000371E-08, -3.66071E-02, -9.97449E-03
-9.98808E-09, -3.63520E-02, -9.94898E-03
-9.97246E-09, -3.59694E-02, -9.89796E-03
-9.95683E-09, -3.54592E-02, -9.84694E-03
-9.94121E-09, -3.48214E-02, -9.78316E-03
-9.92558E-09, -3.40561E-02, -9.70663E-03
-9.90996E-09, -3.32908E-02, -9.61735E-03
-9.89433E-09, -3.23980E-02, -9.54082E-03
