-7.640690E-08,-2.5884184E+00
-7.637565E-08,-2.5885459E+00
-7.634440E-08,-2.5882908E+00
-7.631315E-08,-2.5879082E+00
-7.628190E-08,-2.5873980E+00
-7.625065E-08,-2.5870153E+00
-7.621940E-08,-2.5865051E+00
-7.618815E-08,-2.5863776E+00
-7.615690E-08,-2.5863776E+00
-7.612565E-08,-2.5867602E+00
-7.609440E-08,-2.5872704E+00
-7.606315E-08,-2.5880357E+00
-7.603190E-08,-2.5889286E+00
-7.600065E-08,-2.5899490E+00
-7.596940E-08,-2.5909694E+00
-7.593815E-08,-2.5921173E+00
-7.590690E-08,-2.5931378E+00
-7.587565E-08,-2.5941582E+00
-7.584440E-08,-2.5951786E+00
-7.581315E-08,-2.5963265E+00
-7.578190E-08,-2.5974745E+00
-7.575065E-08,-2.5988776E+00
-7.571940E-08,-2.6002806E+00
-7.568815E-08,-2.6019388E+00
-7.565690E-08,-2.6035969E+00
-7.562565E-08,-2.6055102E+00
-7.559440E-08,-2.6075510E+00
-7.556315E-08,-2.6095918E+00
-7.553190E-08,-2.6115051E+00
-7.550065E-08,-2.6131633E+00
-7.546940E-08,-2.6146939E+00
-7.543815E-08,-2.6157143E+00
-7.540690E-08,-2.6164796E+00
-7.537565E-08,-2.6168622E+00
-7.534440E-08,-2.6169898E+00
-7.531315E-08,-2.6167347E+00
-7.528190E-08,-2.6163520E+00
-7.525065E-08,-2.6157143E+00
-7.521940E-08,-2.6152041E+00
-7.518815E-08,-2.6148214E+00
-7.515690E-08,-2.6146939E+00
-7.512565E-08,-2.6146939E+00
-7.509440E-08,-2.6150765E+00
-7.506315E-08,-2.6155867E+00
-7.503190E-08,-2.6163520E+00
-7.500065E-08,-2.6171173E+00
-7.496940E-08,-2.6180102E+00
-7.493815E-08,-2.6187755E+00
-7.490690E-08,-2.6194133E+00
-7.487565E-08,-2.6196684E+00
-7.484440E-08,-2.6195408E+00
-7.481315E-08,-2.6191582E+00
-7.478190E-08,-2.6183929E+00
-7.475065E-08,-2.6175000E+00
-7.471940E-08,-2.6162245E+00
-7.468815E-08,-2.6149490E+00
-7.465690E-08,-2.6135459E+00
-7.462565E-08,-2.6123980E+00
-7.459440E-08,-2.6113776E+00
-7.456315E-08,-2.6106122E+00
-7.453190E-08,-2.6099745E+00
-7.450065E-08,-2.6098469E+00
-7.446940E-08,-2.6098469E+00
-7.443815E-08,-2.6102296E+00
-7.440690E-08,-2.6107398E+00
-7.437565E-08,-2.6113776E+00
-7.434440E-08,-2.6122704E+00
-7.431315E-08,-2.6131633E+00
-7.428190E-08,-2.6140561E+00
-7.425065E-08,-2.6149490E+00
-7.421940E-08,-2.6155867E+00
-7.418815E-08,-2.6162245E+00
-7.415690E-08,-2.6167347E+00
-7.412565E-08,-2.6171173E+00
-7.409440E-08,-2.6172449E+00
-7.406315E-08,-2.6173724E+00
-7.403190E-08,-2.6172449E+00
-7.400065E-08,-2.6171173E+00
-7.396940E-08,-2.6169898E+00
-7.393815E-08,-2.6168622E+00
-7.390690E-08,-2.6166071E+00
-7.387565E-08,-2.6166071E+00
-7.384440E-08,-2.6167347E+00
-7.381315E-08,-2.6169898E+00
-7.378190E-08,-2.6175000E+00
-7.375065E-08,-2.6182653E+00
-7.371940E-08,-2.6191582E+00
-7.368815E-08,-2.6201786E+00
-7.365690E-08,-2.6213265E+00
-7.362565E-08,-2.6226020E+00
-7.359440E-08,-2.6236224E+00
-7.356315E-08,-2.6246429E+00
-7.353190E-08,-2.6252806E+00
-7.350065E-08,-2.6257908E+00
-7.346940E-08,-2.6259184E+00
-7.343815E-08,-2.6259184E+00
-7.340690E-08,-2.6255357E+00
-7.337565E-08,-2.6251531E+00
-7.334440E-08,-2.6245153E+00
-7.331315E-08,-2.6238776E+00
-7.328190E-08,-2.6232398E+00
-7.325065E-08,-2.6228571E+00
-7.321940E-08,-2.6228571E+00
-7.318815E-08,-2.6229847E+00
-7.315690E-08,-2.6234949E+00
-7.312565E-08,-2.6241327E+00
-7.309440E-08,-2.6251531E+00
-7.306315E-08,-2.6261735E+00
-7.303190E-08,-2.6274490E+00
-7.300065E-08,-2.6287245E+00
-7.296940E-08,-2.6297449E+00
-7.293815E-08,-2.6308929E+00
-7.290690E-08,-2.6316582E+00
-7.287565E-08,-2.6322959E+00
-7.284440E-08,-2.6325510E+00
-7.281315E-08,-2.6326786E+00
-7.278190E-08,-2.6324235E+00
-7.275065E-08,-2.6321684E+00
-7.271940E-08,-2.6316582E+00
-7.268815E-08,-2.6310204E+00
-7.265690E-08,-2.6305102E+00
-7.262565E-08,-2.6300000E+00
-7.259440E-08,-2.6294898E+00
-7.256315E-08,-2.6292347E+00
-7.253190E-08,-2.6292347E+00
-7.250065E-08,-2.6292347E+00
-7.246940E-08,-2.6296173E+00
-7.243815E-08,-2.6301276E+00
-7.240690E-08,-2.6308929E+00
-7.237565E-08,-2.6315306E+00
-7.234440E-08,-2.6322959E+00
-7.231315E-08,-2.6329337E+00
-7.228190E-08,-2.6334439E+00
-7.225065E-08,-2.6338265E+00
-7.221940E-08,-2.6339541E+00
-7.218815E-08,-2.6338265E+00
-7.215690E-08,-2.6333163E+00
-7.212565E-08,-2.6328061E+00
-7.209440E-08,-2.6319133E+00
-7.206315E-08,-2.6310204E+00
-7.203190E-08,-2.6298724E+00
-7.200065E-08,-2.6289796E+00
-7.196940E-08,-2.6280867E+00
-7.193815E-08,-2.6273214E+00
-7.190690E-08,-2.6269388E+00
-7.187565E-08,-2.6266837E+00
-7.184440E-08,-2.6266837E+00
-7.181315E-08,-2.6270663E+00
-7.178190E-08,-2.6275765E+00
-7.175065E-08,-2.6283418E+00
-7.171940E-08,-2.6291071E+00
-7.168815E-08,-2.6300000E+00
-7.165690E-08,-2.6307653E+00
-7.162565E-08,-2.6315306E+00
-7.159440E-08,-2.6321684E+00
-7.156315E-08,-2.6326786E+00
-7.153190E-08,-2.6329337E+00
-7.150065E-08,-2.6330612E+00
-7.146940E-08,-2.6330612E+00
-7.143815E-08,-2.6329337E+00
-7.140690E-08,-2.6330612E+00
-7.137565E-08,-2.6331888E+00
-7.134440E-08,-2.6333163E+00
-7.131315E-08,-2.6336990E+00
-7.128190E-08,-2.6343367E+00
-7.125065E-08,-2.6353571E+00
-7.121940E-08,-2.6363776E+00
-7.118815E-08,-2.6373980E+00
-7.115690E-08,-2.6385459E+00
-7.112565E-08,-2.6395663E+00
-7.109440E-08,-2.6403316E+00
-7.106315E-08,-2.6408418E+00
-7.103190E-08,-2.6410969E+00
-7.100065E-08,-2.6409694E+00
-7.096940E-08,-2.6403316E+00
-7.093815E-08,-2.6394388E+00
-7.090690E-08,-2.6382908E+00
-7.087565E-08,-2.6370153E+00
-7.084440E-08,-2.6354847E+00
-7.081315E-08,-2.6342092E+00
-7.078190E-08,-2.6331888E+00
-7.075065E-08,-2.6325510E+00
-7.071940E-08,-2.6320408E+00
-7.068815E-08,-2.6319133E+00
-7.065690E-08,-2.6322959E+00
-7.062565E-08,-2.6329337E+00
-7.059440E-08,-2.6338265E+00
-7.056315E-08,-2.6348469E+00
-7.053190E-08,-2.6359949E+00
-7.050065E-08,-2.6372704E+00
-7.046940E-08,-2.6382908E+00
-7.043815E-08,-2.6393112E+00
-7.040690E-08,-2.6402041E+00
-7.037565E-08,-2.6408418E+00
-7.034440E-08,-2.6412245E+00
-7.031315E-08,-2.6414796E+00
-7.028190E-08,-2.6416071E+00
-7.025065E-08,-2.6417347E+00
-7.021940E-08,-2.6416071E+00
-7.018815E-08,-2.6416071E+00
-7.015690E-08,-2.6416071E+00
-7.012565E-08,-2.6417347E+00
-7.009440E-08,-2.6417347E+00
-7.006315E-08,-2.6417347E+00
-7.003190E-08,-2.6418622E+00
-7.000065E-08,-2.6418622E+00
-6.996940E-08,-2.6419898E+00
-6.993815E-08,-2.6421173E+00
-6.990690E-08,-2.6422449E+00
-6.987565E-08,-2.6421173E+00
-6.984440E-08,-2.6421173E+00
-6.981315E-08,-2.6419898E+00
-6.978190E-08,-2.6419898E+00
-6.975065E-08,-2.6418622E+00
-6.971940E-08,-2.6416071E+00
-6.968815E-08,-2.6413520E+00
-6.965690E-08,-2.6409694E+00
-6.962565E-08,-2.6407143E+00
-6.959440E-08,-2.6402041E+00
-6.956315E-08,-2.6398214E+00
-6.953190E-08,-2.6391837E+00
-6.950065E-08,-2.6386735E+00
-6.946940E-08,-2.6379082E+00
-6.943815E-08,-2.6373980E+00
-6.940690E-08,-2.6367602E+00
-6.937565E-08,-2.6363776E+00
-6.934440E-08,-2.6358673E+00
-6.931315E-08,-2.6357398E+00
-6.928190E-08,-2.6356122E+00
-6.925065E-08,-2.6358673E+00
-6.921940E-08,-2.6361224E+00
-6.918815E-08,-2.6366327E+00
-6.915690E-08,-2.6371429E+00
-6.912565E-08,-2.6380357E+00
-6.909440E-08,-2.6388010E+00
-6.906315E-08,-2.6398214E+00
-6.903190E-08,-2.6405867E+00
-6.900065E-08,-2.6416071E+00
-6.896940E-08,-2.6425000E+00
-6.893815E-08,-2.6432653E+00
-6.890690E-08,-2.6440306E+00
-6.887565E-08,-2.6447959E+00
-6.884440E-08,-2.6453061E+00
-6.881315E-08,-2.6458163E+00
-6.878190E-08,-2.6463265E+00
-6.875065E-08,-2.6467092E+00
-6.871940E-08,-2.6470918E+00
-6.868815E-08,-2.6473469E+00
-6.865690E-08,-2.6473469E+00
-6.862565E-08,-2.6473469E+00
-6.859440E-08,-2.6472194E+00
-6.856315E-08,-2.6469643E+00
-6.853190E-08,-2.6464541E+00
-6.850065E-08,-2.6459439E+00
-6.846940E-08,-2.6454337E+00
-6.843815E-08,-2.6450510E+00
-6.840690E-08,-2.6445408E+00
-6.837565E-08,-2.6440306E+00
-6.834440E-08,-2.6437755E+00
-6.831315E-08,-2.6436480E+00
-6.828190E-08,-2.6435204E+00
-6.825065E-08,-2.6436480E+00
-6.821940E-08,-2.6439031E+00
-6.818815E-08,-2.6442857E+00
-6.815690E-08,-2.6445408E+00
-6.812565E-08,-2.6449235E+00
-6.809440E-08,-2.6453061E+00
-6.806315E-08,-2.6456888E+00
-6.803190E-08,-2.6459439E+00
-6.800065E-08,-2.6461990E+00
-6.796940E-08,-2.6463265E+00
-6.793815E-08,-2.6463265E+00
-6.790690E-08,-2.6461990E+00
-6.787565E-08,-2.6460714E+00
-6.784440E-08,-2.6456888E+00
-6.781315E-08,-2.6454337E+00
-6.778190E-08,-2.6449235E+00
-6.775065E-08,-2.6444133E+00
-6.771940E-08,-2.6440306E+00
-6.768815E-08,-2.6437755E+00
-6.765690E-08,-2.6435204E+00
-6.762565E-08,-2.6435204E+00
-6.759440E-08,-2.6437755E+00
-6.756315E-08,-2.6444133E+00
-6.753190E-08,-2.6451786E+00
-6.750065E-08,-2.6463265E+00
-6.746940E-08,-2.6477296E+00
-6.743815E-08,-2.6491327E+00
-6.740690E-08,-2.6505357E+00
-6.737565E-08,-2.6516837E+00
-6.734440E-08,-2.6527041E+00
-6.731315E-08,-2.6532143E+00
-6.728190E-08,-2.6530867E+00
-6.725065E-08,-2.6525765E+00
-6.721940E-08,-2.6516837E+00
-6.718815E-08,-2.6504082E+00
-6.715690E-08,-2.6488776E+00
-6.712565E-08,-2.6472194E+00
-6.709440E-08,-2.6458163E+00
-6.706315E-08,-2.6446684E+00
-6.703190E-08,-2.6439031E+00
-6.700065E-08,-2.6435204E+00
-6.696940E-08,-2.6437755E+00
-6.693815E-08,-2.6442857E+00
-6.690690E-08,-2.6451786E+00
-6.687565E-08,-2.6463265E+00
-6.684440E-08,-2.6473469E+00
-6.681315E-08,-2.6482398E+00
-6.678190E-08,-2.6487500E+00
-6.675065E-08,-2.6488776E+00
-6.671940E-08,-2.6486224E+00
-6.668815E-08,-2.6481122E+00
-6.665690E-08,-2.6470918E+00
-6.662565E-08,-2.6460714E+00
-6.659440E-08,-2.6449235E+00
-6.656315E-08,-2.6440306E+00
-6.653190E-08,-2.6432653E+00
-6.650065E-08,-2.6430102E+00
-6.646940E-08,-2.6431378E+00
-6.643815E-08,-2.6436480E+00
-6.640690E-08,-2.6446684E+00
-6.637565E-08,-2.6459439E+00
-6.634440E-08,-2.6474745E+00
-6.631315E-08,-2.6492602E+00
-6.628190E-08,-2.6509184E+00
-6.625065E-08,-2.6524490E+00
-6.621940E-08,-2.6538520E+00
-6.618815E-08,-2.6551276E+00
-6.615690E-08,-2.6560204E+00
-6.612565E-08,-2.6565306E+00
-6.609440E-08,-2.6569133E+00
-6.606315E-08,-2.6569133E+00
-6.603190E-08,-2.6566582E+00
-6.600065E-08,-2.6562755E+00
-6.596940E-08,-2.6556378E+00
-6.593815E-08,-2.6548724E+00
-6.590690E-08,-2.6541071E+00
-6.587565E-08,-2.6533418E+00
-6.584440E-08,-2.6524490E+00
-6.581315E-08,-2.6518112E+00
-6.578190E-08,-2.6513010E+00
-6.575065E-08,-2.6509184E+00
-6.571940E-08,-2.6506633E+00
-6.568815E-08,-2.6506633E+00
-6.565690E-08,-2.6509184E+00
-6.562565E-08,-2.6513010E+00
-6.559440E-08,-2.6516837E+00
-6.556315E-08,-2.6520663E+00
-6.553190E-08,-2.6525765E+00
-6.550065E-08,-2.6529592E+00
-6.546940E-08,-2.6530867E+00
-6.543815E-08,-2.6532143E+00
-6.540690E-08,-2.6529592E+00
-6.537565E-08,-2.6525765E+00
-6.534440E-08,-2.6518112E+00
-6.531315E-08,-2.6511735E+00
-6.528190E-08,-2.6504082E+00
-6.525065E-08,-2.6497704E+00
-6.521940E-08,-2.6491327E+00
-6.518815E-08,-2.6488776E+00
-6.515690E-08,-2.6486224E+00
-6.512565E-08,-2.6487500E+00
-6.509440E-08,-2.6491327E+00
-6.506315E-08,-2.6498980E+00
-6.503190E-08,-2.6506633E+00
-6.500065E-08,-2.6514286E+00
-6.496940E-08,-2.6523214E+00
-6.493815E-08,-2.6530867E+00
-6.490690E-08,-2.6535969E+00
-6.487565E-08,-2.6539796E+00
-6.484440E-08,-2.6541071E+00
-6.481315E-08,-2.6541071E+00
-6.478190E-08,-2.6537245E+00
-6.475065E-08,-2.6532143E+00
-6.471940E-08,-2.6527041E+00
-6.468815E-08,-2.6520663E+00
-6.465690E-08,-2.6514286E+00
-6.462565E-08,-2.6507908E+00
-6.459440E-08,-2.6504082E+00
-6.456315E-08,-2.6500255E+00
-6.453190E-08,-2.6496429E+00
-6.450065E-08,-2.6493878E+00
-6.446940E-08,-2.6492602E+00
-6.443815E-08,-2.6493878E+00
